Parent_x,Parent_y,Parent_z,Child_x,Child_y,Child_z,Thickness
0.000000,0.000000,0.000000,0.005509,0.130189,0.074300,0.030057
0.005509,0.130189,0.074300,-0.030423,0.273483,0.100297,0.021444
0.005509,0.130189,0.074300,0.029443,0.135009,0.222300,0.024888
-0.030423,0.273483,0.100297,-0.036738,0.406932,0.032096,0.035807
-0.036738,0.406932,0.032096,-0.037928,0.556877,0.035994,0.035663
-0.036738,0.406932,0.032096,-0.179493,0.366229,0.010551,0.016180
-0.037928,0.556877,0.035994,-0.042915,0.706794,0.036101,0.052077
-0.042915,0.706794,0.036101,-0.035825,0.855969,0.050118,0.016680
-0.042915,0.706794,0.036101,-0.073270,0.720015,0.182401,0.044168
-0.035825,0.855969,0.050118,-0.021047,1.004681,0.037215,0.033870
-0.035825,0.855969,0.050118,-0.053205,0.837062,-0.097667,0.037071
-0.073270,0.720015,0.182401,-0.104517,0.777862,0.317225,0.017439
-0.021047,1.004681,0.037215,0.004096,1.152171,0.026525,0.035286
-0.021047,1.004681,0.037215,-0.127159,1.063498,0.125423,0.068355
0.004096,1.152171,0.026525,0.015849,1.285387,-0.041412,0.027626
-0.021047,1.004681,0.037215,0.123585,1.021625,0.073195,0.019083
0.004096,1.152171,0.026525,0.131545,1.155893,-0.052488,0.027236
-0.127159,1.063498,0.125423,-0.260043,1.027182,0.184779,0.028991
0.015849,1.285387,-0.041412,-0.087573,1.391808,-0.063284,0.023894
0.015849,1.285387,-0.041412,-0.002865,1.260133,-0.188082,0.033997
0.123585,1.021625,0.073195,0.264974,1.068430,0.091040,0.021079
-0.260043,1.027182,0.184779,-0.370503,0.980199,0.274729,0.011867
-0.087573,1.391808,-0.063284,-0.142344,1.530765,-0.049454,0.019598
-0.087573,1.391808,-0.063284,-0.233951,1.359041,-0.063170,0.031648
-0.002865,1.260133,-0.188082,0.000119,1.268733,-0.337805,0.019511
0.264974,1.068430,0.091040,0.402346,1.121258,0.119988,0.019373
-0.142344,1.530765,-0.049454,-0.111618,1.677584,-0.049686,0.032582
-0.233951,1.359041,-0.063170,-0.383459,1.369927,-0.068541,0.020806
0.000119,1.268733,-0.337805,-0.007966,1.253515,-0.486812,0.015324
0.402346,1.121258,0.119988,0.527644,1.190337,0.165028,0.016653
-0.111618,1.677584,-0.049686,-0.121225,1.826820,-0.061364,0.024070
-0.007966,1.253515,-0.486812,-0.016400,1.228274,-0.634433,0.015489
0.527644,1.190337,0.165028,0.652598,1.258052,0.212998,0.025388
-0.121225,1.826820,-0.061364,-0.143367,1.975028,-0.068008,0.031945
-0.016400,1.228274,-0.634433,-0.040537,1.192462,-0.778081,0.014086
0.652598,1.258052,0.212998,0.779247,1.317442,0.267155,0.029805
-0.143367,1.975028,-0.068008,-0.125950,2.123789,-0.076183,0.038846
-0.143367,1.975028,-0.068008,-0.291963,1.958450,-0.055981,0.022660
-0.040537,1.192462,-0.778081,-0.073845,1.199283,-0.924177,0.020937
0.779247,1.317442,0.267155,0.896006,1.389623,0.327630,0.022186
-0.125950,2.123789,-0.076183,-0.075790,2.264375,-0.090996,0.014724
-0.143367,1.975028,-0.068008,-0.147960,2.021584,0.074510,0.053851
-0.125950,2.123789,-0.076183,-0.024839,2.105683,-0.185494,0.031967
-0.291963,1.958450,-0.055981,-0.434817,1.938627,-0.097210,0.131713
-0.073845,1.199283,-0.924177,-0.084768,1.153996,-1.066760,0.093085
0.896006,1.389623,0.327630,0.980138,1.497193,0.389681,0.021379
-0.075790,2.264375,-0.090996,-0.084923,2.413935,-0.084028,0.026344
-0.073845,1.199283,-0.924177,-0.128729,1.317597,-0.998270,0.019540
-0.075790,2.264375,-0.090996,-0.028351,2.249132,0.050487,0.082889
-0.147960,2.021584,0.074510,-0.194092,2.052329,0.213890,0.037814
-0.024839,2.105683,-0.185494,0.062979,2.134021,-0.303752,0.019481
-0.434817,1.938627,-0.097210,-0.493196,1.901176,-0.230211,0.054748
-0.084768,1.153996,-1.066760,-0.083666,1.040993,-1.165396,0.046150
0.980138,1.497193,0.389681,1.066026,1.597868,0.460307,0.046536
-0.084923,2.413935,-0.084028,-0.115672,2.560470,-0.093078,0.037659
-0.434817,1.938627,-0.097210,-0.468127,1.958498,0.047689,0.039026
-0.028351,2.249132,0.050487,0.047465,2.285804,0.174612,0.024761
-0.194092,2.052329,0.213890,-0.223097,2.040586,0.360589,0.028952
0.062979,2.134021,-0.303752,0.207539,2.108362,-0.334476,0.056158
-0.493196,1.901176,-0.230211,-0.557040,1.856196,-0.358276,0.036424
